mon chat
mon chien
mon lapin
mon hamster
mon poisson
le cheval
le poney
le cochon
le mouton
le canard
le poussin
le coq
le renard
le loup
le lion
le tigre
le singe
le panda
le dragon
le monstre
le pirate
le chevalier
le robot
le magicien
le fantôme
le vampire
le zombie
le dinosaure
le superhéros
mon bébé
mon garçon
mon papa
mon papi
le voisin
le docteur
le policier
le pompier
le cuisinier
le facteur
le jardinier
le maître
le copain
le joueur
le nageur
le danseur
le chanteur
le clown
le géant
le nain
le bonhomme
le monsieur
le professeur
le directeur
le gardien
le conducteur
le pilote
le marin
le pirate barbu
ma chienne
mon lapin
la souris
la tortue
la grenouille
la baleine
la pieuvre
la girafe
la vache
la chèvre
la poule
la dinde
la fée
la princesse
la sorcière
la sirène
la reine
ma maman
ma mamie
ma sœur
la voisine
la docteure
la policière
la pompière
la cuisinière
la factrice
la jardinière
la maîtresse
la copine
la camarade
la nageuse
la danseuse
la chanteuse
la clown
la géante
la dame
la professeure
la directrice
la gardienne
la conductrice
la pilote
la magicienne
ma petite fille
ma grande sœur
ma vieille dame
un chat noir
un chien gentil
un lapin blanc
un hamster doré
un poisson rouge
un cheval rapide
un poney marron
un cochon rose
un mouton blanc
un canard jaune
un poussin doux
un renard rusé
un loup gris
un lion fort
un tigre rayé
un singe drôle
un panda mignon
un dragon vert
un monstre poilu
un pirate perdu
un chevalier brave
un robot cassé
un magicien drôle
un fantôme triste
un vampire pâle
un zombie lent
un dinosaure géant
un superhéros volant
mon bébé qui pleure
mon garçon timide
mon papa pressé
mon papi gentil
le voisin curieux
le docteur sérieux
le policier courageux
le pompier rapide
le cuisinier joyeux
le facteur pressé
le jardinier content
le maître sévère
une chienne fidèle
une lapine blanche
une souris grise
une tortue lente
une grenouille verte
une baleine géante
une pieuvre violette
une girafe grande
une vache calme
une chèvre têtue
une poule rousse
une dinde drôle
une fée brillante
une princesse triste
une sorcière vieille
une sirène bleue
une reine fière
ma maman fatiguée
ma mamie gentille
ma sœur jalouse
la voisine bavarde
une maîtresse gentille
une copine drôle
une camarade timide
une nageuse rapide
une chanteuse joyeuse
une petite fille
une grande fille
une drôle de bête
une grosse araignée
une petite fourmi
une grande montagne
une vieille maison
une belle école
une grande classe
une petite table
une vieille chaise
une grosse voiture
une petite balle
une grosse pomme
une petite banane
une grosse pizza
une petite glace
une drôle de chaussette
une vieille chaussure
un crayon rouge
un stylo bleu
un cahier propre
un livre ancien
un dictionnaire lourd
un feutre vert
un pinceau sale
une gomme rose
une règle longue
une feuille blanche
une trousse fermée
une règle cassée
un sac à dos lourd
un cartable coloré
une ardoise magique
une craie blanche
un tableau noir
une chaise branlante
une table ronde
une lampe allumée
une horloge ancienne
une fenêtre ouverte
une porte fermée
un ballon rebondissant
une corde à sauter
une poupée rigolote
un ours en peluche
une voiture miniature
un camion rouge
un avion en papier
un bateau en carton
une fusée brillante
un robot en bois
un monstre en plastique
une chaussette magique
un chapeau pointu
une couronne dorée
une baguette magique
une plume légère
un encrier renversé
une gomme géante
un escargot lent
une chenille verte
un papillon coloré
une coccinelle rouge
un ver de terre
une araignée tigrée
une grenouille qui saute
un poisson volant
un requin gentil
une baleine énorme
un dauphin rigolo
un dragon bleu
un fantôme blanc
un vampire effrayant
un zombie gluant
un squelette drôle
un clown triste
un cheval magique
un poney volant
un lapin qui saute
un chat farceur
un chien qui dort
un loup qui hurle
un lion rugissant
un ours brun
un panda gourmand
un singe malin
un perroquet bavard
un oiseau chanteur
une abeille bourdonnante
un papillon géant
une fleur bleue
un arbre gigantesque
une branche cassée
une feuille tombée
un buisson épineux
une montagne enneigée
une colline verte
une rivière étroite
un lac profond
une mer agitée
un nuage blanc
un soleil chaud
une lune brillante
une étoile filante
un ciel sombre
une pluie fine
une neige épaisse
un arc-en-ciel coloré
un vent fort
un orage violent
une grotte sombre
une maison en bois
un appartement ancien
une cabane cachée
un château immense
un pont branlant
une route longue
un chemin étroit
un escalier glissant
une porte secrète
une clé brillante
une boîte fermée
un coffre rempli
une boîte vide
un sac étrange
une valise lourde
un paquet coloré
un ballon de rugby
une balle légère
un cerf-volant rouge
un vélo rapide
une trottinette bleue
un skateboard rigolo
une planche flottante
une bouée jaune
un canot rouge
une tente verte
un parapluie cassé
un chapeau rigolo
une casquette bleue
une écharpe chaude
un bonnet violet
une paire de gants
une paire de chaussures
un slip troué
une chaussette sale
un caleçon rayé
un pyjama doux
une serviette mouillée
une couverture chaude
un coussin mou
une chaise bancale
un lit confortable
un réveil qui sonne
une horloge étrange
un miroir cassé
un ballon de foot
un ballon de basket
un ballon de plage
une raquette rouge
une balle rebondissante
un frisbee jaune
un seau plein
une pelle en plastique
un chapeau de sorcier
un déguisement drôle
une poupée géante
un camion bleu
un dragon en peluche
une créature étrange
un fantôme rigolo
une sorcière volante
un roi joyeux
une reine furieuse
un chevalier courageux
un pirate farceur
un chat qui rit
un chien qui pleure
un lapin qui saute
un singe qui danse
une souris qui court
un ours qui ronfle
un renard malin
une grenouille qui chante
un poisson qui vole
une tortue rapide
un éléphant géant
une girafe mince
un lion endormi
un tigre bondissant
un panda qui mange
un cochon qui dort
un mouton curieux
un canard bavard
un poussin qui rit
une dinde en colère
un coq fier
une fée lumineuse
un monstre violet
une créature magique
un caca qui pue
un pet bruyant
une crotte collante
une pomme toute pourrie
